coachella_sentiment,coachella_yn,name,retweet_count,text,tweet_coord,tweet_created,tweet_id,tweet_location,user_timezone,hashtags,emails,clean_text
positive,yes,IndieHighwalker,0,"The lineup is out, time to start my research. #Coachella2015",,1/6/15 14:27,5.52592e+17,"Austin, TX",Central Time (US & Canada),['#Coachella2015'],[],lineup out time start research coachella
positive,yes,alinabbmota,0,major grodiness is going down in Indio when The Weeknd plays at #Coachella2015 #doubleentendre,,1/6/15 14:27,5.52592e+17,Los Angeles | Boston,,"['#Coachella2015', '#doubleentendre']",[],major grodiness going down indio when weeknd plays coachella doubleentendre
positive,yes,shannaghm,0,"I really wanted to go to @coachella but then I remembered I lived in the UK and I am poor _Ù÷´

#Coachella2015",,1/6/15 14:27,5.52592e+17,,,['#Coachella2015'],[],really wanted go remembered lived uk am poor coachella
positive,yes,michellevanilla,0,Omg I'm so effin excited to see Belle &amp; Sebastian!!! @bellesglasgow #Coachella2015,,1/6/15 14:27,5.52592e+17,"Palm Springs, CA",Pacific Time (US & Canada),['#Coachella2015'],[],omg i m effin excited see belle amp sebastian coachella
positive,yes,CarlyBishop16,0,Wanna go to Coachella soo bad #Coachella2015,,1/6/15 14:26,5.52592e+17,,Eastern Time (US & Canada),['#Coachella2015'],[],wanna go coachella soo bad coachella
positive,yes,breanagomez,1,RT @yahbishcourts_: Finally it's up!!! Can't wait!!! _Ù÷_Ù÷_Ù÷ #Coachella2015 http://t.co/kpK5Eingzw,,1/6/15 14:25,5.52592e+17,,Pacific Time (US & Canada),['#Coachella2015'],[],rt finally it s up can t wait coachella
positive,yes,AnthonyBax27,0,AC/DC headlining coachella!! Awesome! #ACDC #Coachella2015,,1/6/15 14:25,5.52592e+17,,,"['#ACDC', '#Coachella2015']",[],ac dc headlining coachella awesome acdc coachella
positive,yes,shawnINdawn,0,"Gotta check out the #Coachella2015 line up, hope to find some new stuff!!",,1/6/15 14:25,5.52592e+17,New York City ,Eastern Time (US & Canada),['#Coachella2015'],[],gotta check out coachella line up hope find some new stuff
positive,yes,TillAllAre1,0,@Ofiki10 I know only a couple of performers on #Coachella2015 but AC/DC what matters. Can care less about everyone else,,1/6/15 14:25,5.52592e+17,,,['#Coachella2015'],[],know only couple performers coachella ac dc what matters can care less about everyone else
positive,yes,faithyc_,4,"RT @CharlotteAbotsi: #Coachella lineup looking LIT. I'm so excited, I'm in there. #Coachella2015 http://t.co/PArAC0XSpx",,1/6/15 14:24,5.52592e+17,614/513,,"['#Coachella', '#Coachella2015']",[],rt coachella lineup looking lit i m excited i m there coachella
positive,yes,kjptweets,0,#Coachella #Coachella2015 @kjptweets: http://t.co/j1bkZdiRaJ 2015 coachella lineup!,,1/6/15 14:24,5.52592e+17,,,"['#Coachella', '#Coachella2015']",[],coachella coachella coachella lineup
positive,yes,ifeelWATERS,0,Congrats on Coachella 2015!! See you there! @thebadsuns #Coachella2015,,1/6/15 14:23,5.52591e+17,,,['#Coachella2015'],[],congrats coachella see there coachella
positive,yes,CTW21,0,Can't wait to be back at my favorite place on Earth! #Coachella2015 http://t.co/b3noFuNON8,"[40.25343586, -83.75056423]",1/6/15 14:23,5.52591e+17,West Liberty,Quito,['#Coachella2015'],[],can t wait back favorite place earth coachella
positive,yes,patelankit,0,Who's down for #Coachella2015 ?,,1/6/15 14:23,5.52591e+17,Washington D.C.,Quito,['#Coachella2015'],[],who s down coachella
positive,yes,kimiyaaaa,0,Brand new &amp; Florence in the same day..... #Coachella2015 I _ÙÕÏ you,,1/6/15 14:23,5.52591e+17,"Los Angeles, CA",Pacific Time (US & Canada),['#Coachella2015'],[],brand new amp florence same day coachella
positive,yes,LG_Reincarnated,0,"AC/DC, Tyler The Creator, Drake, And Jack White all headlining this year's #Coachella2015 . Really debating on going.",,1/6/15 14:22,5.52591e+17,Outer Space,Central Time (US & Canada),['#Coachella2015'],[],ac dc tyler creator drake jack white all headlining year s coachella really debating going
positive,yes,KlainerLover,0,#Coachella2015 is going to be awesome! ÏÎ_Ù_¦,,1/6/15 14:21,5.52591e+17,Costa Ricaª´ª´,Mountain Time (US & Canada),['#Coachella2015'],[],coachella going awesome
positive,yes,Whatever_Mason,1,omg i wanna go so bad #Coachella2015 http://t.co/pPbQaictJT,,1/6/15 14:21,5.52591e+17,17 | wisconsin for now,Central Time (US & Canada),['#Coachella2015'],[],omg wanna go bad coachella
positive,yes,derrickvargo,0,"#Coachella2015 lineup starts with #ACDC ! ! !
#WishIWereInCalifornia",,1/6/15 14:20,5.52591e+17,District 13,Central Time (US & Canada),"['#Coachella2015', '#ACDC', '#WishIWereInCalifornia']",[],coachella lineup starts acdc wishiwereincalifornia
positive,yes,thebeatatx,1,#Coachella2015 full lineup is OUT &amp; it's HOT! #ohgirl | 102.3 THE BEAT http://t.co/zqA7pf1xTv,,1/6/15 14:20,5.5259e+17,"Austin, Texas",Eastern Time (US & Canada),"['#Coachella2015', '#ohgirl']",[],coachella full lineup out amp it s hot ohgirl beat
positive,yes,PatNasty24,0,But yea im excited for #Coachella2015 man.,,1/6/15 14:19,5.5259e+17,704 - 843 - 757,Eastern Time (US & Canada),['#Coachella2015'],[],yea im excited coachella man
positive,yes,JesseSchurmann,0,I'd kill a man to go to coachella this year. #Coachella2015,,1/6/15 14:19,5.5259e+17,,,['#Coachella2015'],[],i d kill man go coachella year coachella
positive,yes,shelby_mcalpine,0,"war on drugs, the cribs, tame impala, ac/dc, Interpol, alt j, Alabama shakes, the Orwells, Belle &amp; Sebastian YASSS COACHELLA #Coachella2015",,1/6/15 14:19,5.5259e+17,"San Diego, California",Quito,['#Coachella2015'],[],war drugs cribs tame impala ac dc interpol alt j alabama shakes orwells belle amp sebastian yasss coachella coachella
positive,yes,jake_winter,1,"RT @klarize: Not gonna lie, the name that piqued my interest was Steely Dan. #Coachella2015",,1/6/15 14:18,5.5259e+17,Calif.,Pacific Time (US & Canada),['#Coachella2015'],[],rt gonna lie name piqued interest steely dan coachella
positive,yes,matildenetto,0,I want to goooo to coachella so bad! #Coachella2015  http://t.co/kQwXTisx7s can I go? _Ù÷__Ù÷__Ù÷_,,1/6/15 14:18,5.5259e+17,LaLaLand ,Casablanca,['#Coachella2015'],[],want goooo coachella bad coachella can go
positive,yes,bethwick11,0,Sooo ACDC is headlining #Coachella2015 _Ù÷±I wonder if that would fall under an excused absence from PA school #rockorbust,,1/6/15 14:18,5.5259e+17,,Central Time (US & Canada),"['#Coachella2015', '#rockorbust']",[],sooo acdc headlining coachella i wonder would fall under excused absence pa school rockorbust
positive,yes,martinpeterse42,0,@SashaDRobinson He @OVOJosh was probably the same genius that booked @SteelyDanSays to open 4 @acdc  during #Coachella2015,,1/6/15 14:16,5.5259e+17,,,['#Coachella2015'],[],probably same genius booked open during coachella
positive,yes,RevivingDaria,0,*chelsea peretti surfer voice* ok but like...how can we create a lineup that will attract more frat boiz this year? #Coachella2015,,1/6/15 14:16,5.5259e+17,Reno,Alaska,['#Coachella2015'],[],chelsea peretti surfer voice ok like how can create lineup will attract more frat boiz year coachella
positive,yes,evelinaweary,0,@Drake is closing @coachella!!! Maybe I shouldn't sell my ticket _Ù÷ #Coachella2015 #coachellalineup,"[33.99078138, -118.47690417]",1/6/15 14:16,5.5259e+17,Los Angeles,Pacific Time (US & Canada),"['#Coachella2015', '#coachellalineup']",[],closing maybe shouldn t sell ticket coachella coachellalineup
positive,yes,cortneyrar,0,Officially starting to plan my very first trip to California in April to see @Sarah_Weathers! #Coachella2015 I'm comin for ya! #California,,1/6/15 14:16,5.5259e+17,"Grand Haven, MI",,"['#Coachella2015', '#California']",[],officially starting plan very first trip california april see coachella i m comin ya california
positive,yes,kellyy__05,0,Okay im a little liar the lineup is growing on me now. #Coachella2015,,1/6/15 14:16,5.5259e+17,,Arizona,['#Coachella2015'],[],okay im little liar lineup growing me now coachella
positive,yes,BeauHayhoe,0,"Well that's a curveball!'@freep: AC/DC, Jack White, Drake to headline #Coachella http://t.co/FYegqTcgIb @Drake @coachella #Coachella2015Û",,1/6/15 14:16,5.52589e+17,"Brooklyn, NY",Central Time (US & Canada),"['#Coachella', '#Coachella2015']",[],well that s curveball ac dc jack white drake headline coachella coachella
positive,yes,WillRunzel,2,RT @fixation_photo: Congrats to my @bixelboys for making this huge lineup. You guys are such an inspiration_Ùª_ü #FREELIFE #Coachella2015 httÛ_,,1/6/15 14:16,5.52589e+17,LA via Chicago,Central Time (US & Canada),"['#FREELIFE', '#Coachella2015']",[],rt congrats making huge lineup guys such inspiration freelife coachella htt
positive,yes,karelys_eileen,0,"#Coachella2015 and reaches, and arrives!!! que emocionante....",,1/6/15 14:15,5.52589e+17,Latinoamerica,Eastern Time (US & Canada),['#Coachella2015'],[],coachella reaches arrives que emocionante
positive,yes,iblogalott,0,#Coachella2015 #weekendone #Coachella #excited brandnewrock champagnepapi @marinasdiamonds http://t.co/GnHyuUUKi3,,1/6/15 14:15,5.52589e+17,"Riverside, ca",Hawaii,"['#Coachella2015', '#weekendone', '#Coachella', '#excited']",[],coachella weekendone coachella excited brandnewrock champagnepapi
positive,yes,beautifulbeeee,1,RT @trancepantss: If anyone is selling their weekend one ticket for under $400 let me know please. thank you. #Coachella2015,,1/6/15 14:14,5.52589e+17,where the wild things are,Pacific Time (US & Canada),['#Coachella2015'],[],rt anyone selling weekend one ticket under let me know please thank you coachella
positive,yes,GuyFieriaAF,2,Whose excited for coachella?? :)))) _ÙªÎ#Coachella2015 http://t.co/yVbz7DBz4C,,1/6/15 14:13,5.52589e+17,,,[],[],whose excited coachella coachella
positive,yes,max_mannix,0,"Every day it grows a little harder to not whip out ""I told you so""s RE: Drake bein the bes. People are coming round.
#haters
#Coachella2015",,1/6/15 14:13,5.52589e+17,,,"['#haters', '#Coachella2015']",[],every day grows little harder whip out i told so s re drake bein bes people coming round haters coachella
positive,yes,AndUAreO_o,0,Hope i am able to make it to #Coachella2015,,1/6/15 14:12,5.52589e+17,D.M.V,Central Time (US & Canada),['#Coachella2015'],[],hope am able make coachella
positive,yes,CeliYvonne,0,Someone go with me!! #Coachella2015 http://t.co/BBBGfzR3cx,,1/6/15 14:12,5.52589e+17,,,['#Coachella2015'],[],someone go me coachella
positive,yes,Ofiki10,0,"I don't care much for the other nights, I just wanna see AC/DC #Coachella2015 #Coachella",,1/6/15 14:12,5.52588e+17,"It's Morphin Time, Nevada",Pacific Time (US & Canada),"['#Coachella2015', '#Coachella']",[],don t care much other nights just wanna see ac dc coachella coachella
positive,yes,Jason_Fray,0,The #Coachella2015 lineup is insane. @theweeknd AND @alt_J on day 2?! Guess you'll all know where I'll be on April 11th...,,1/6/15 14:11,5.52588e+17,Los Angeles,Pacific Time (US & Canada),['#Coachella2015'],[],coachella lineup insane day guess you ll all know where i ll april th
positive,yes,Rgoestotheshows,0,Just found out that @badreligion will play at @coachella Now I definitively have to go! #Coachella #coachellalineup #Coachella2015,,1/6/15 14:10,5.52588e+17,NYC,Eastern Time (US & Canada),"['#Coachella', '#coachellalineup', '#Coachella2015']",[],just found out will play now definitively have go coachella coachellalineup coachella
positive,yes,curioustree82,0,@coachella interesting line up! I can't wait to make some memories and forget my troubles in the desert! #Coachella2015 #dreamingofthedesert,,1/6/15 14:10,5.52588e+17,Cali!,Pacific Time (US & Canada),"['#Coachella2015', '#dreamingofthedesert']",[],interesting line up can t wait make some memories forget troubles desert coachella dreamingofthedesert
positive,yes,SpotZoneApp,2,RT @PROJECTCLUBLA: So our day just got better w/ the @coachella lineup announcement _ÙÔ_ÙÔ Who do you want to see? #Coachella2015 #Coachella htÛ_,,1/6/15 14:10,5.52588e+17,Los Angeles,Pacific Time (US & Canada),"['#Coachella2015', '#Coachella']",[],rt day just got better w lineup announcement who do want see coachella coachella ht
positive,yes,Claire_Robbo_,0,Somebody get me to #Coachella2015 and I'll be forever grateful.,,1/6/15 14:09,5.52588e+17,United Kingdom,,['#Coachella2015'],[],somebody get me coachella i ll forever grateful
positive,yes,tfalk23,0,Who wants to go to #Coachella2015,,1/6/15 14:09,5.52588e+17,Minnesota,Central Time (US & Canada),['#Coachella2015'],[],who wants go coachella
positive,yes,ErickGovea,0,Some of my pictures from last year! Can't wait to get even better images for this year @coachella #Coachella2015 http://t.co/Uwje15GG4A,"[34.25377512, -118.2945069]",1/6/15 14:09,5.52588e+17,"Los Angeles,Ca",Mountain Time (US & Canada),['#Coachella2015'],[],some pictures last year can t wait get even better images year coachella
positive,yes,HannahY,0,#coachella2015 playlist!   ªÇ COACHELLA 2015 Hannah Yoo http://t.co/hgfIuW4sDU #NowPlaying,,1/6/15 14:09,5.52588e+17,"ÌÏT: 38.894388,-77.018897",Eastern Time (US & Canada),"['#coachella2015', '#NowPlaying']",[],coachella playlist coachella hannah yoo nowplaying
positive,yes,MarisaNoel443,0,"Drake, the weeknd and Florence and machine are going to be at coahella this year ahhhhhh!!!_Ù÷_Ù÷_Ù÷ I wanna go so bad!! #Coachella2015",,1/6/15 14:09,5.52588e+17,Marysville ,Alaska,['#Coachella2015'],[],drake weeknd florence machine going coahella year ahhhhhh wanna go bad coachella
positive,yes,6jon6,0,#Coachella2015 lineup _ÙÓ´_ÙÓ´_ÙÓ´_Ùª,,1/6/15 14:09,5.52588e+17,"Comfortable bed, that simple",Central America,['#Coachella2015'],[],coachella lineup
positive,yes,EandDoubleD,0,K TIME TO BUY SOME NEW OUTFITS FOR #Coachella2015,,1/6/15 14:09,5.52588e+17,B-z,Arizona,['#Coachella2015'],[],k time buy some new outfits coachella
positive,yes,DiStasio602,0,"The War on Drugs, Jack White, Tame Impala, Interpol and FKA Twigs though _ÙÔ #Coachella2015",,1/6/15 14:08,5.52588e+17,,Atlantic Time (Canada),['#Coachella2015'],[],war drugs jack white tame impala interpol fka twigs though coachella
positive,yes,jenniferetoile,2,S/o to the Aussies @Chet_Faker/ @awonderdj / @kimbramusic on the lineup !!! #Coachella2015,,1/6/15 14:08,5.52588e+17,"Adelaide, AUS",Adelaide,['#Coachella2015'],[],s o aussies lineup coachella
positive,yes,tesfaye__xo,0,Feb 16 a legend was born #Coachella2015 #xofam,,1/6/15 14:08,5.52588e+17,,,"['#Coachella2015', '#xofam']",[],feb legend born coachella xofam
positive,yes,CHRISANDO22,0,WHY ARENT I GOING TO #Coachella2015,,1/6/15 14:08,5.52588e+17,,Sydney,['#Coachella2015'],[],why arent going coachella
positive,yes,Juanchitooo,0,Coachella Line up this year is very tempting #Coachella2015,,1/6/15 14:08,5.52588e+17,,Quito,['#Coachella2015'],[],coachella line up year very tempting coachella
positive,yes,_ohhlala,0,ÛÏ@kaskade: ÛÏThe lineup is here! #Coachella2015 http://t.co/Z6B8uj94NOÛ Cue the flower headband display front + center!Û @jessbojorquez,,1/6/15 14:07,5.52587e+17,"USA Chandler, Az",Pacific Time (US & Canada),['#Coachella2015'],[],kaskade lineup here coachella cue flower headband display front center
positive,yes,HeyyJanette,0,ÛÏ@dirtysouth: What an honor to play #Coachella2015. Can't wait! @coachella http://t.co/Z3Q2Rjgj2aÛ,,1/6/15 14:06,5.52587e+17,,Alaska,['#Coachella2015'],[],dirtysouth what honor play coachella can t wait
positive,yes,livbabez,0,Can I please just go to Coachella this year? The lineup is too perfect_ü_Ù_¦#Coachella2015,,1/6/15 14:06,5.52587e+17,"Mosinee, WI",Mountain Time (US & Canada),['#Coachella2015'],[],can please just go coachella year lineup too perfect coachella
positive,yes,K_Kwis,0,"Saturday, please. Drive Like Jehu sealed the deal. ""@Coachella: http://t.co/enQeZCQsdR"" #Coachella2015",,1/6/15 14:06,5.52587e+17,"Pittsburgh, PA",Eastern Time (US & Canada),['#Coachella2015'],[],saturday please drive like jehu sealed deal coachella
positive,yes,dazeramzi84,0,Yaaaassss coachella line up 17-19 is on point....can't wait till april. #Coachella2015 #coachellalineup,,1/6/15 14:05,5.52587e+17,Everywhere ,,"['#Coachella2015', '#coachellalineup']",[],yaaaassss coachella line up point can t wait till april coachella coachellalineup
positive,yes,justsophrosyne,0,"If by any chance i don't go to #Coachella2015, I HOPE and PRAY that the #Osheaga2015 line up will be similar or better. that'd be dope.",,1/6/15 14:05,5.52587e+17,montreal,Eastern Time (US & Canada),"['#Coachella2015', '#Osheaga2015']",[],any chance don t go coachella hope pray osheaga line up will similar better that d dope
positive,yes,_austinwright,0,Round 5! #Coachella2015 _Ù_¦_Ù_Á http://t.co/dQeFiB5rgh,,1/6/15 14:05,5.52587e+17,KMG,Central Time (US & Canada),['#Coachella2015'],[],round coachella
positive,yes,bibihuerta,0,It's about that time where my inner hipster comes out loud and proud. #COACHELLA2015 #IGottaGo #IWillGo http://t.co/NSO0IKGUNX,,1/6/15 14:04,5.52587e+17,cotulla,,"['#COACHELLA2015', '#IGottaGo', '#IWillGo']",[],it s about time where inner hipster comes out loud proud coachella igottago iwillgo
positive,yes,LILHotBarz92,0,@LILBTHEBASEDGOD top 3 people im excited to see at #Coachella2015,,1/6/15 14:04,5.52587e+17,1992 empire,Pacific Time (US & Canada),['#Coachella2015'],[],top people im excited see coachella
positive,yes,uhlondraaa,6,RT @burgundy_kay_: Dying to go to #Coachella2015 _Ù÷©,,1/6/15 14:03,5.52586e+17,CHIÏöüPHX,,['#Coachella2015'],[],rt dying go coachella
positive,yes,janet3025,0,Someone take me to #Coachella2015 _ÙªÏ¬,,1/6/15 14:03,5.52586e+17,Colorado  ,Mountain Time (US & Canada),['#Coachella2015'],[],someone take me coachella
positive,yes,ofwgkta_nevaeh,0,guess who's going to #Coachella2015 _Ù÷ö,,1/6/15 14:03,5.52586e+17,,,['#Coachella2015'],[],guess who s going coachella
positive,yes,Rousseau_BP,0,"Finally, cannot wait to see the smooth vibes of @stlucia at @coachella this year. What a day!! #Coachella2015",,1/6/15 14:03,5.52586e+17,,,['#Coachella2015'],[],finally cannot wait see smooth vibes year what day coachella
positive,yes,TheAmberMose,0,@theweeknd and @Drake will be a #Coachella2015....I gotta go! So I will be om a hunt for a #sugardaddy. #Imyosugarbaby #HeyDaddy,,1/6/15 14:01,5.52586e+17,"WhereYouWannaBe, TX",Central Time (US & Canada),"['#Coachella2015', '#sugardaddy', '#Imyosugarbaby', '#HeyDaddy']",[],will coachella i gotta go will om hunt sugardaddy imyosugarbaby heydaddy
positive,yes,joeyalkes,0,ÛÏThis super-talented young lady really knows how to work a tune. Six Stars!Û - NASHVILLEMUSIC GUIDE http://t.co/vi6acJxPVY #Coachella2015,,1/6/15 14:01,5.52586e+17,"Altadena, California",Alaska,['#Coachella2015'],[],super talented young lady really knows how work tune six stars nashvillemusic guide coachella
positive,yes,Maya_Adachi,1,RT @karlihenriquez: Can't wait for #Coachella2015 !!!,,1/6/15 14:01,5.52586e+17,"Little Tokyo, KoreaTown",Eastern Time (US & Canada),['#Coachella2015'],[],rt can t wait coachella
positive,yes,Kennethmd,2,RT @DaniellaJPeters: whhooooaa @acdc headlining @coachella! nicely done #Coachella2015! VIA @latimes http://t.co/r7WqELSZ3n,,1/6/15 14:00,5.52585e+17,Ocala Florida USA,Eastern Time (US & Canada),['#Coachella2015'],[],rt whhooooaa headlining nicely done coachella via
positive,yes,KenzaSMG,13,Shall we ?! _ÙªÎ  #coachella #Coachella2015 http://t.co/lQUFtGulmg,,1/6/15 14:00,5.52585e+17,Paris,Paris,"['#coachella', '#Coachella2015']",[],shall coachella coachella
positive,yes,aliageorgia,0,100 days until #Coachella2015 :),,1/6/15 14:00,5.52585e+17,,,['#Coachella2015'],[],days until coachella
positive,yes,JMSimonChi,1,Thank you @NoiseyMusic for the laughs about #Coachella2015 ... I just snorted like ah swine in class. #Dying - http://t.co/LKBa7FpxSh,,1/6/15 13:59,5.52585e+17,"Chicago, IL",Central Time (US & Canada),"['#Coachella2015', '#Dying']",[],thank laughs about coachella just snorted like ah swine class dying
positive,yes,Kennethmd,1,"RT @njacksonjourno: 2015: The year I cross ""Seeing Steely Dan on molly"" off my bucket list.
http://t.co/vIfXwxXIL9 #Coachella2015",,1/6/15 13:59,5.52585e+17,Ocala Florida USA,Eastern Time (US & Canada),['#Coachella2015'],[],rt year cross seeing steely dan molly off bucket list coachella
positive,yes,itsnayabitch,0,Omggggg #Coachella2015 I'm gonna cry,,1/6/15 13:59,5.52585e+17,Portugal,Lisbon,['#Coachella2015'],[],omggggg coachella i m gonna cry
positive,yes,LureHollywood,9,"The #CoachellaLineup is basically all like... 
#EDM #Coachella #Coachella2015 @coachella #untz http://t.co/BrlY1fOuFf",,1/6/15 13:58,5.52585e+17,"Hollywood, CA",Pacific Time (US & Canada),"['#CoachellaLineup', '#EDM', '#Coachella', '#Coachella2015', '#untz']",[],coachellalineup basically all like edm coachella coachella untz
positive,yes,Crowned_1st,0,#Coachella2015 invites tho _Ù÷©,,1/6/15 13:58,5.52585e+17,NJ | NYC |FL | LAÏ¬,Quito,['#Coachella2015'],[],coachella invites tho
positive,yes,CarmenVarner,0,#Coachella2015 Lineup Announced: The moment has arrived. The lineup for #Coachella 2015 hasÛ_ http://t.co/OO1MJCGwRb,,1/6/15 13:57,5.52585e+17,San Diego,Pacific Time (US & Canada),"['#Coachella2015', '#Coachella']",[],coachella lineup announced moment has arrived lineup coachella has
positive,yes,CoBear_,0,Someone take me to @coachella please. Thanks. #Coachella2015,,1/6/15 13:57,5.52585e+17,scotland,Edinburgh,['#Coachella2015'],[],someone take me please thanks coachella
positive,yes,McKeeK2,0,The #Coachella2015 line up is sickkkkkk!!!!! Might have to fly out for this one lol,,1/6/15 13:57,5.52585e+17,Penn State- Radio Broadcasting,Eastern Time (US & Canada),['#Coachella2015'],[],coachella line up sickkkkkk might have fly out one lol
positive,yes,arcadecg,0,The festival gods have been good @coachella #music #rockon #Coachella2015 http://t.co/NAs1Vjm4Vl,,1/6/15 13:57,5.52585e+17,New York City & London,Eastern Time (US & Canada),"['#music', '#rockon', '#Coachella2015']",[],festival gods have good music rockon coachella
positive,yes,brianajanae_,0,i'd love to go to #Coachella2015,,1/6/15 13:56,5.52584e+17,ªü,Mountain Time (US & Canada),['#Coachella2015'],[],i d love go coachella
positive,yes,Ronn_Knee,3,RT @MylifeasJackiee: Uhmm can i go to #Coachella2015 _Ùª,,1/6/15 13:56,5.52584e+17,,Central Time (US & Canada),['#Coachella2015'],[],rt uhmm can go coachella
positive,yes,ryanimal34,0,@kaskade @Axwell ^ @Ingrosso &amp; @Alesso all at @coachella . That is one line up for the ages #legends #Coachella2015,"[42.12925821, -87.87454331]",1/6/15 13:56,5.52584e+17,Chicago,Atlantic Time (Canada),"['#legends', '#Coachella2015']",[],amp all one line up ages legends coachella
positive,yes,Geestar86,0,Really really really really wants to do coachella this year! The line up is amazing. #Coachella2015,,1/6/15 13:55,5.52584e+17,"Manchester, UK",London,['#Coachella2015'],[],really really really really wants do coachella year line up amazing coachella
positive,yes,ItsLaurieJ,0,"Someone take me to #Coachella2015, pretty please.",,1/6/15 13:55,5.52584e+17,"Perth, Australia",Perth,['#Coachella2015'],[],someone take me coachella pretty please
positive,yes,kadirr91,0,"There are very few festivals that consistently, year after year, make you envious with their lineups... 

#Coachella2015",,1/6/15 13:55,5.52584e+17,"Cape Town, South Africa",Pretoria,['#Coachella2015'],[],there very few festivals consistently year after year make envious lineups coachella
positive,yes,ThatDudeProtege,7,"Idk why y'all are complaining, this is a great lineup. #Coachella2015 http://t.co/72fSwqxnA8",,1/6/15 13:54,5.52584e+17,natalie.alvarez,Eastern Time (US & Canada),['#Coachella2015'],[],idk why y all complaining great lineup coachella
positive,yes,Rukas_10oh,0,Uhhh #Coachella2015 you're killing me.  http://t.co/S6qpL1YTQR,,1/6/15 13:54,5.52584e+17,"Salem, OR",,['#Coachella2015'],[],uhhh coachella you re killing me
positive,yes,stephanie1356,0,Girls outfit for #Coachella2015 http://t.co/wpbdqkl4RG,,1/6/15 13:54,5.52584e+17,3 metri sopra il cielo ,Mountain Time (US & Canada),['#Coachella2015'],[],girls outfit coachella
positive,yes,C_Holloway4,0,just got word Drake is headlining at #Coachella2015 sooo I'm definitely saving up the money,,1/6/15 13:54,5.52584e+17,217Ïöü309,,['#Coachella2015'],[],just got word drake headlining coachella sooo i m definitely saving up money
positive,yes,emriosss,0,OMG COACHELLA RN _Ù÷ #Coachella2015 @coachella #DashRadio,,1/6/15 13:53,5.52584e+17,Los Angeles ,Tijuana,"['#Coachella2015', '#DashRadio']",[],omg coachella rn coachella dashradio
positive,yes,RiaSweezy,0,@coachella has the greatest lineup for this spring #TakeMeToTheDesert #Coachella2015,,1/6/15 13:53,5.52584e+17,Alfred&Syracuse ,Eastern Time (US & Canada),"['#TakeMeToTheDesert', '#Coachella2015']",[],has greatest lineup spring takemetothedesert coachella
positive,yes,lfrench1022,0,The lineup for #Coachella2015 is looking very promising. Will you be in attendance?,,1/6/15 13:53,5.52584e+17,Chicago,Central Time (US & Canada),['#Coachella2015'],[],lineup coachella looking very promising will attendance
positive,yes,MrDavidAngelo,4,"What 22-year-old doesn't want their mushroom trip to include a grandfather screaming ""Hells Bells?"" #Coachella2015",,1/6/15 13:52,5.52584e+17,Typical Hollywood Bigshot,Central Time (US & Canada),['#Coachella2015'],[],what year old doesn t want mushroom trip include grandfather screaming hells bells coachella
positive,yes,IsmaelSanti2,1,#Coachella2015 is a must !!! XO,,1/6/15 13:52,5.52584e+17,Westside Vegas,,['#Coachella2015'],[],coachella must xo
positive,yes,Karagin_Angel,1,RT @BaileyBrimfield: ÛÏ@Forever21: The lineup is here! #Coachella2015 http://t.co/S8HT3qKmZGÛ @Karagin_Angel LETS GO,,1/6/15 13:52,5.52583e+17,"Poteau, OK",,['#Coachella2015'],[],rt forever lineup here coachella lets go
positive,yes,instacutexo,0,I can't deal with looking down my TL too depressing I need to be there  #Coachella2015,,1/6/15 13:52,5.52583e+17,,,['#Coachella2015'],[],can t deal looking down tl too depressing need there coachella
positive,yes,julio_morro,0,Congrats to the @Radkey boys!  #Coachella2015 #kcpride,,1/6/15 13:52,5.52583e+17,"Kansas City/Queretaro,MX",Mountain Time (US & Canada),"['#Coachella2015', '#kcpride']",[],congrats boys coachella kcpride
positive,yes,alexandriyeah_,0,The #Coachella2015 lineup is out and I never get this excited! Omg.,,1/6/15 13:51,5.52583e+17,Portugal,Eastern Time (US & Canada),['#Coachella2015'],[],coachella lineup out never get excited omg
positive,yes,Jorschach,0,#Coachella2015 second day has my soul like http://t.co/bR24nUA0TN,,1/6/15 13:51,5.52583e+17,New York,Eastern Time (US & Canada),['#Coachella2015'],[],coachella second day has soul like
positive,yes,KcNightfire,0,If only I could move AC/DC over with Florence and the Machine and Marina and the Diamonds. Now that would be interesting. #Coachella2015,,1/6/15 13:51,5.52583e+17,"the Village, NY / Paris",Eastern Time (US & Canada),['#Coachella2015'],[],only could move ac dc over florence machine marina diamonds now would interesting coachella
positive,yes,MOB_760,0,Not the best lineup but still gonna go #Coachella2015 #whoscares #_Ù÷â_Ù÷Ô_Ù÷á_ÙÕ©_Ùªà_ÙªÉ_ÙªÎ_Ùª _Ù_ä_ÙÓ__Ù___Ù_¦_Ù___ÙÈ_Ù¼,,1/6/15 13:50,5.52583e+17,"Indio, CA",Pacific Time (US & Canada),"['#Coachella2015', '#whoscares', '#_Ù']",[],best lineup still gonna go coachella whoscares
positive,yes,Andrea_Alenjadr,1,RT @sarafranch1: ÛÏ@theweeknd: Coachella 2015 http://t.co/o0y9ZFfYNnÛ OH YES _Ù÷_÷Ûü_ÙÎ« #Coachella2015 I can't wait,,1/6/15 13:50,5.52583e+17,everywhere Ïö,Lima,['#Coachella2015'],[],rt theweeknd coachella oh yes coachella can t wait
positive,yes,giinabobiina,0,I think I might just have to make it out to beautiful California this year for #Coachella2015 @coachella,,1/6/15 13:50,5.52583e+17,New York City,Pacific Time (US & Canada),['#Coachella2015'],[],think might just have make out beautiful california year coachella
